EPOCH,Stock Name,ltp
1695832426,MCX:CRUDEOIL23OCTFUT,7798.0
1695832427,MCX:CRUDEOIL23OCTFUT,7797.0
1695832428,MCX:CRUDEOIL23OCTFUT,7797.0
1695832428,MCX:CRUDEOIL23OCTFUT,7797.0
1695832428,MCX:CRUDEOIL23OCTFUT,7797.0
1695832428,MCX:CRUDEOIL23OCTFUT,7797.0
1695832428,MCX:CRUDEOIL23OCTFUT,7797.0
1695832430,MCX:CRUDEOIL23OCTFUT,7797.0
1695832432,MCX:CRUDEOIL23OCTFUT,7797.0
1695832433,MCX:CRUDEOIL23OCTFUT,7797.0
1695832433,MCX:CRUDEOIL23OCTFUT,7797.0
1695832434,MCX:CRUDEOIL23OCTFUT,7797.0
1695832434,MCX:CRUDEOIL23OCTFUT,7797.0
1695832434,MCX:CRUDEOIL23OCTFUT,7797.0
1695832434,MCX:CRUDEOIL23OCTFUT,7797.0
1695832434,MCX:CRUDEOIL23OCTFUT,7797.0
1695832434,MCX:CRUDEOIL23OCTFUT,7797.0
1695832434,MCX:CRUDEOIL23OCTFUT,7797.0
1695832434,MCX:CRUDEOIL23OCTFUT,7797.0
1695832434,MCX:CRUDEOIL23OCTFUT,7797.0
1695832434,MCX:CRUDEOIL23OCTFUT,7797.0
1695832435,MCX:CRUDEOIL23OCTFUT,7797.0
1695832435,MCX:CRUDEOIL23OCTFUT,7797.0
1695832435,MCX:CRUDEOIL23OCTFUT,7797.0
1695832435,MCX:CRUDEOIL23OCTFUT,7797.0
1695832435,MCX:CRUDEOIL23OCTFUT,7797.0
1695832435,MCX:CRUDEOIL23OCTFUT,7797.0
1695832439,MCX:CRUDEOIL23OCTFUT,7795.0
1695832441,MCX:CRUDEOIL23OCTFUT,7795.0
1695832442,MCX:CRUDEOIL23OCTFUT,7795.0
1695832442,MCX:CRUDEOIL23OCTFUT,7795.0
1695832444,MCX:CRUDEOIL23OCTFUT,7795.0
1695832444,MCX:CRUDEOIL23OCTFUT,7795.0
1695832444,MCX:CRUDEOIL23OCTFUT,7795.0
1695832444,MCX:CRUDEOIL23OCTFUT,7795.0
1695832444,MCX:CRUDEOIL23OCTFUT,7795.0
1695832444,MCX:CRUDEOIL23OCTFUT,7795.0
1695832444,MCX:CRUDEOIL23OCTFUT,7795.0
1695832444,MCX:CRUDEOIL23OCTFUT,7795.0
1695832445,MCX:CRUDEOIL23OCTFUT,7795.0
1695832445,MCX:CRUDEOIL23OCTFUT,7795.0
1695832445,MCX:CRUDEOIL23OCTFUT,7795.0
1695832446,MCX:CRUDEOIL23OCTFUT,7797.0
1695832446,MCX:CRUDEOIL23OCTFUT,7797.0
1695832446,MCX:CRUDEOIL23OCTFUT,7797.0
1695832446,MCX:CRUDEOIL23OCTFUT,7797.0
1695832446,MCX:CRUDEOIL23OCTFUT,7797.0
1695832447,MCX:CRUDEOIL23OCTFUT,7797.0
1695832447,MCX:CRUDEOIL23OCTFUT,7797.0
1695832447,MCX:CRUDEOIL23OCTFUT,7797.0
1695832447,MCX:CRUDEOIL23OCTFUT,7797.0
1695832447,MCX:CRUDEOIL23OCTFUT,7797.0
1695832447,MCX:CRUDEOIL23OCTFUT,7797.0
1695832447,MCX:CRUDEOIL23OCTFUT,7797.0
1695832449,MCX:CRUDEOIL23OCTFUT,7795.0
1695832449,MCX:CRUDEOIL23OCTFUT,7795.0
1695832449,MCX:CRUDEOIL23OCTFUT,7795.0
1695832450,MCX:CRUDEOIL23OCTFUT,7795.0
1695832450,MCX:CRUDEOIL23OCTFUT,7795.0
1695832450,MCX:CRUDEOIL23OCTFUT,7795.0
1695832453,MCX:CRUDEOIL23OCTFUT,7795.0
1695832453,MCX:CRUDEOIL23OCTFUT,7795.0
1695832453,MCX:CRUDEOIL23OCTFUT,7795.0
1695832453,MCX:CRUDEOIL23OCTFUT,7795.0
1695832453,MCX:CRUDEOIL23OCTFUT,7795.0
1695832453,MCX:CRUDEOIL23OCTFUT,7795.0
1695832454,MCX:CRUDEOIL23OCTFUT,7795.0
1695832455,MCX:CRUDEOIL23OCTFUT,7795.0
1695832455,MCX:CRUDEOIL23OCTFUT,7795.0
1695832455,MCX:CRUDEOIL23OCTFUT,7795.0
1695832455,MCX:CRUDEOIL23OCTFUT,7795.0
1695832455,MCX:CRUDEOIL23OCTFUT,7795.0
1695832455,MCX:CRUDEOIL23OCTFUT,7795.0
